from,amount
ICZ6ET5NGNTGEATHHDDIIEKD7767J4PY247VRMFJO53E23KDLUIFZ6CVJU,219
S2YGM2B4WLDSBS7VAKST7L4YWHVRD3WNEAKNPA7V27VYP3BEICN6BECG24,1690000
KRZYFYXTQ3YK5ADN4VFYFHGRLA6RGUIEO3D54LZC3MV5LKI66P3LDLPVTI,165.51
IHO3P4SVSR7ZKEATJ7M7ASWO37YDMGY2D2LGAXVLI6IKWYC2HPMHKGYHFU,1
4OZMZUYDTVIY4LBEOA6VN42QB3VWWOA3VBBB7QPS2L5UISSE5L2D2BZGBU,92
65BVO5MRYD7KXLETW3FUZIGT36PGP4DNCDXE23YYDCHDZVDHP55JYMI7EI,290
M6DGARECI4RCRLQVEQVXSYMQPGNQPHT2SULNFPB3AWKUGGOJLQS7L3PJYU,2106941
65BVO5MRYD7KXLETW3FUZIGT36PGP4DNCDXE23YYDCHDZVDHP55JYMI7EI,290
EFVQR66C334CGT276NO3WHOUIHING33BO2XYOZS6ASBDHUMYSVKXSZQY4E,1
EFVQR66C334CGT276NO3WHOUIHING33BO2XYOZS6ASBDHUMYSVKXSZQY4E,1500
3XVJ2KGI7Y2ODFMQJ6DIHCLT2M63ALPJWCGXQXJWDH5MSSHNR7B3HJIRJA,500
EJ33U3PAF23AUT2P3HIY4E7BI4UAE2PHPHQVOTABICVGFVRGB62VKKULZE,166103
PQPPTTYZC7BY2CJN4HOW34PL4E4XHNEG7TTBEFAZF36M5F3PUYNTBDIHBY,15
WXIVDKGSBDBLBNKP3ZYEXJU5WHBEPYLKOQAWXBYFGJ6VDVZQA3WCLSE4WA,186600
D73EIOFYMTSYF2OBOUJW4ZPXPMZJ22GWUY6HY7VGCFX5T6U3VPK5VWMN5I,1
DNF2WRWW2H3V26YR5BUCLKIUKFLTOOBBFUR6OWSSYSZGEYPQDQC3B4TAOI,12300.72
J4DHYLTCVULW773YVQ3PK7RIMOETAWZ2OLMMPVWFEUR4JYBOANJI7ED7FE,10000
QZYDDAY437K5DZ7U3ZJ5MXKMSLJRKLWJUSLJ5WXTGE5VLYHIT7SJ3D76YQ,510000
PB4OH3X2YFCDOFU75PVFHC4FSAOVBMJJG7GVMRK433GATX6EBRXUYKADTM,1124
ETT4BWE5FSJMAZJKGMRZFBRLVYSVSXVG5FULK34LXMLJ7J2UKLMO5DNB6U,46524.67
3AJGLNBO5OOILRIVXDJ5TAAVSSKMIJDMI5T23MIDFOKZNLRNQ5FMIZQKRA,212000
7T4QDZ6HAH4MBHDIDINXJGBVFX2B3EUPA6HWOXKHGHX5RL7PTCOVN5QSVM,2274
7T4QDZ6HAH4MBHDIDINXJGBVFX2B3EUPA6HWOXKHGHX5RL7PTCOVN5QSVM,1
SWZCEHH3NLT4K5PTLZYBHWHDG5NPOOYMBOBDC5VVT7DI5CQ3DLHDVMF4GE,1
FQSWNAE6KWQQZMEA3BNFXWAKNIMA37H62EUBS35GZ43X6SIQ4JL262G5RU,305611
HLUHD6V3CDMAPKPKY34ML3BQUZ4IPSKLCCAJIP26FBPCW5AJMFS554UAVE,82457.23
IWGN6U3TR3N5HA4JU7WF76BKIL56GZNZFISGTH5AUZFD5RXE7LUIQERF4U,291907
5UM3GPAHRXZGTHXZGKDK5A7DDUAZRHOVPFYWSSI77N4KREQFZCVAW2F3BM,18557
KVDAVPZ2MLJEOJ3HYCCHUS47HYMNCAOWISCKWNMUCTKQLIVXXZLZINFH6A,83.02
K5TPEBPC7JZWLSQ5HDNZRCP3ZAXB24M5JM3AXJJ75EQDIIXMP3SKJOZYEA,222464
IJLFVZSRNSUWEBMG2EQYVHTHA7CF6J4CM3CFPT3EUDTQ5SR7DAB3HDTI64,639
Z2GKR7XRSNJJJV36Z7C6P7CKMPP3XPNBR3E7KK523UH4L74UUIJKPF37LY,94
FVVA7WLFYETZW5GJFTSKDYI5G2KG5WJUR6NZ62W5ARXBI6AZMZ2BPAXZJM,500
BLULZIHFMRNB3P64EZ627JSKIMT7D5AJXT34GOCR5G6QM7QY5HRFXQU7NU,177500
2NPXEOYKR4DNAUSN2CW2HP24NP2R5GXZCB54B5IM3KM73PY2IC2PGOVND4,161936
5KZ5LHJ3VM6T2FVSDO7XIPURLRBTU32JHVJUBCOZWT44BDPBQ23JFMIU4I,10000
XCQIBEJVGXYPIQBIGMYFC7SB5KHT7XDVZMSNNUL6SDXBTQPHCAUDPHU6RU,1503610.29
ULKJUBJCGRELJ3VO4I5DZMPG5DLFE4WYUSXU3LHHXOMWKZ3LM34QCEIQLM,11295
6CGHQGDI5TC5PPDPPOL5UIOXKSC2GXYK3LPQFHKLUSQJ4GOXBHJ2NH27NY,129820
QTWXMYY2ZTSTU7P7OU6UALK52OMOWSOQBTOMNZ7OWIJDOEZ4XBOKN3UZOQ,234517
PNCFHJVW745E6TTL3TUEPS32M7URUYZZE6JBYGWUGG6AAPREGC36J7ZK7U,1400
SFRPHD5GTSDGSFQPLRQIKATPINYSXIBKWQK6ABN5KTSASUEUNANJKAF44U,100
2OFDYTRHJPM5SYD6E2L4QCZN6ULSTYJPFAXNBYXKIMVJQN6MVYCDCYEUQA,20000
ZENPJCF6PTQM4WR2VPUFN6STB3VGUGI52CI7SVECA5UBU2YCZ66ANQTR64,1603
P3JLV7RZKG4LL6EVDAUVCR4RW7TMDNZOT5E3NUPW6427DU43VILESV7D74,13000
7XEWH7HI2HQUDSD3PZ4XHPV5EVW3JVG64GZ52M46CMP5PZTWL2Y6JIGPEA,1
EHRIQ3JN2ITOA2GSC5Q3ALBMH266L2JCTHT7HZZYTL4KITQ6XZ4AZNBF5Y,1
755ZXG5DF3HF4WD4IAJMLSSZHAEO4ZYEGGS5ITNWR2D4OBHQJRRVVJ47QA,1000
2BZIB44OGDQEMMMQVBFJ2LSLHJABHZSD5GFE5ZYJJ7QLEJOTHD6GAN7QNI,70000
AGK44HQJHY3EY6S2YDELW2SMTJYUAEAOX7NT5IXVAZM52SB5YRJNNFOCNE,5881.28
AGK44HQJHY3EY6S2YDELW2SMTJYUAEAOX7NT5IXVAZM52SB5YRJNNFOCNE,8479.33
5MR2CSNP7IXLY7FAEGOMJRPZUDUCBD4IWUTB5HX54SF6RG2EC47SLZVQ3U,400
5QLSBD3MY4TGLK3PMTHVQ5XLDQ3LS7N2S2CFFRQYFBI2FXWWWA3PI2FQQM,10828
NPYBQ2CX2NS6AMNWTPCHYV4H3EJ65MNCQD34NEIQRYQLL3GQ3AWVREDLMY,5123
PQPPTTYZC7BY2CJN4HOW34PL4E4XHNEG7TTBEFAZF36M5F3PUYNTBDIHBY,29
4OZMZUYDTVIY4LBEOA6VN42QB3VWWOA3VBBB7QPS2L5UISSE5L2D2BZGBU,1
XFOQO5VH2LGPM2GSYLOXZXF6GLT5Y64UQ6XWOZM5EXGJKHYQCVS2ENRVKU,15000
C5MWAU6LKHA6RBEX4224MZQD3GTUEL2AXEOTJDYENT6U5W2UTIK4GZEFZI,200.4
KGLUF5WZMLDMLT67FLZZSY4MMSR5PDRRHTTF75DV5GG2NXGCHT7MB7LPKM,1
PAPZFFMC4FXBJ54OKBAJSAQ34FKRW7KLQTYUNTJTV3I6PO37CUQDJTW2BA,0
BBHTP2POLRGWUZTGQ36PMJ4T4TNZMX42F2FEX6LY6BLLFC2L6XIAJKNZ24,5440.46
WMJZYDEWJLYVZYIPW55TKM5BBC4YWRST2M4MOBU5XTISSHIY4PZVH3CNIA,10000
THGUJR7LP4B5JWLKB5D24TQTVKAYORKVXXO7VTPKUHC6EDCABRGMAFV564,170000
PZM2YC5YER6DYGF3COSEZNB2DXGXZ5NQOY2Y3GTVVF6EWTZVNJZ6EAGY7U,10673
DY6TCA2FAKCG7KRUMQ442V3WT547LUZPTHEOBJ7P4OL2AQMKGOTXQCIC3E,51000
ITOIYLGDXAS3AT5TVFMD2OU4L7Q5FZOFMJK7T3C3AX4O75RQGPFDL4UPZE,1300
ITOIYLGDXAS3AT5TVFMD2OU4L7Q5FZOFMJK7T3C3AX4O75RQGPFDL4UPZE,1
4JH67XOJPXYJCD2O4A3BXFRBLDHKCYWQAPG6MFAMVQDHOKROADQZYYKIAA,5000
IJLFVZSRNSUWEBMG2EQYVHTHA7CF6J4CM3CFPT3EUDTQ5SR7DAB3HDTI64,11000
ZOQEBPXOSAD3KCF6K36YTTOGIXS7N7KGU7WAF2INZ76PMNOVAQXYGITHIM,2900
DNSXPZ6XURDW7KNTPZR2E73APNHOBJREZY5YRHDE7CPTH75I7Y36WTKAAY,26142
ZO5FZCQWF32B6E2GRCLL5GOFVWHTCGAYWX53NSN5MTKKZXUD5IL3WPBZFE,251330
ZO5FZCQWF32B6E2GRCLL5GOFVWHTCGAYWX53NSN5MTKKZXUD5IL3WPBZFE,1
FXPNBBP2D4FEC3KXJOECWIQVJVXS5GY5EEQMSFLWFR5E6EES3HA4DRML64,60000
RZ65BIVBOCOET7HV5I7VT3E2QN5NZRDRLQYSYX2MR2ORQZUCD46UHAO2BQ,88892.76
NPYBQ2CX2NS6AMNWTPCHYV4H3EJ65MNCQD34NEIQRYQLL3GQ3AWVREDLMY,13000
K7QHCXXQRRTLRUPO54SJIWRA3SEGS2JWH6ZRWKAY75DRVNZJPK3Y34VYK4,27700
ETUQ6XIRWPW6FMIAFRUDRCAOQ4CJXCED3AENATZOYZSE4ZLZ4YGI435PX4,105970
Z2GKR7XRSNJJJV36Z7C6P7CKMPP3XPNBR3E7KK523UH4L74UUIJKPF37LY,134570
Z2GKR7XRSNJJJV36Z7C6P7CKMPP3XPNBR3E7KK523UH4L74UUIJKPF37LY,1
LU5NV52KENVJBOLVUONXR7KV7RBY4EVLZFK4E5EH2E335SWCQF6UXH4YA4,1648
C2HXI5ET7WQSHJLM5NATLYMK6RF3PONWTCRJYWAJ2PLE2YI2NH5CXPTC34,2362000
NRVTOGF35BCQIRNAH5DPW34E32UCHIBPO6PIIK6ZZ27NNQPRX5BDN2LF7U,70000
3KDHBKFOMD2FSPUMCQNEMXOJECDA5JSC7S57GGZZMHMCE6RKXVL45RG53Q,56.88
ZE4Z4PMCJSH7SC5QVRIEDKCZR4I3LLCKRZZMWI3YHLCWP6IRSJK7I7KB7M,468000
IPW63JCG4KVY4OB2CPT4P2PXBIQF76JV5LWZGLD26NNTQ3OHV2LW7SXGD4,2500
IRFAF4HC6L4CZUGTN6JI2OKNGCLGAX4Y5FEJLMZMSZ5GTX53BNZXOKHZHA,19571
IWZKYZ53HXTA3BNRT2HKM4RVFNOB6NKOBTSZZJX5YEYIACZOFVVO77SIY4,33933
PSX7LW6WCBNKS6YDEUABNGZTPHYHH3HAZSWNOSNGH5IDUR3WLHZG33OSFY,1
PSX7LW6WCBNKS6YDEUABNGZTPHYHH3HAZSWNOSNGH5IDUR3WLHZG33OSFY,1
PSX7LW6WCBNKS6YDEUABNGZTPHYHH3HAZSWNOSNGH5IDUR3WLHZG33OSFY,1
MDXSG5YFIYYHFLDYMWNKV5GX2MRVTRYFZ5C3TMI372E2ANH2SJSIQ5JTEM,295.11
L434WO2LRIJD2N3M5XZDKEMQ52SJHWFRKTBMNVGFYKMZBMX2Q4VC2EZ6VA,2909
2M4WWWGXV3YUAH23UGCFGJXAYQ4PL5B5CUDRUR3DOZ22IPVY23GZ7FJJ2A,1
Q4H4AEV7YITN4M5YPKGYYFNHDUHX5IG6YSX22L33P3GSSXFYP4QZZRMUUA,11535
ITDYBTEGOKYICCX46OX3SXZVUYX5PKMPQEIEVWKCDDC5SBRWNCNIOJ5ILU,19067
XUPVW4543UMWQ6CINCTMG5UQBDR4JE5ENJQYFAFPYF3AQ3YKJVCYUPPSYI,5000
Q5VDRHYRW4ENOSGIKGFE4HGSLVCNBQPDCMGZ5NX7NOEKKH2K7XI7KQDR6I,3435
PS6EN2XCP43YFRIMUOL4XWHR43JPKYDU2V3YFDH54AV2R5WNEZQP7SOX3I,67243
E2KKHGPZBRWOXW3PKWBQZTQAHA2XUDOFKVGLUTUTOZTURW2ZICWMS67E6Y,240000
2OMNHESNVGIXPJCWZR7EUEHKVKIH33FYAGMUMEYLLOB24Z4G22NS5V5OEQ,171
UD32W7R2XW6SYUQTOPPPNMM25MVZQMN6X4VYODTL5TUNYNUKY3UVUPVFPU,1
5O5DOQKNJC63WHWLZGZLEYRMFQ3R3ZWSL5P573DZGGJ5SAF7UBZ7K3ERSM,38569
FJONXN5PP2C36XVVNG3KCNXWLTADA7A232TCTIVTOZ3UHR77V6SQYYIMZA,802.97
BZJV2ZPTCCWN2GJSIDUFGGWRCMTRIBM64OTJNH6T4WSW6ZTWVVPMFV24RY,18721
DT62D3ELFAZHYCVILIEGWQY27I4BO4EZRKL3Z2WM5FJZL7KM56MWYX2XRI,1590
ACKDIF3VPPBTLY7KGDAOKVSQDZ2LRQ7THEMZP7IAUTKWCEX6L6YCPY6BFY,16404
Y3XCJSDKWVZTHKVDAYW2GCKLFQHZOBXDMEUVZRJRSKBHBSB4HN5VYUI3BI,630
FJTDYK3TLSKIB5ZOKLRZPNG6YTTGYMIFHP7HVI6VOVWVNBH3IYNLAQBNGA,1616
GVKWT3TYRBELEHDJA2UKN4PNWKG6THB4S5623BDKBIL6UCGYMN2OXYXNEM,6350
GVKWT3TYRBELEHDJA2UKN4PNWKG6THB4S5623BDKBIL6UCGYMN2OXYXNEM,25000
AC63V7LIVS2FGKDSCDQFW3NMO5X6DMC7M4PJ7YJTRX7RBF3UZENU24WWBU,16023
Y264Q4BPVGMN4FTLPSZHSMUBBUNJBYPARAFZAJSHBKIEMNZRZRSECHQFXY,2
DMUK4WNB2WMUIYR5M7DZXOFQPRK43KVMLJF7VMGKO5LKNQUUJCX7ARAVSE,1000
5MPYZCD3QVYPN7VOM5RMKTWVBZH6UKMXVEKGH4OIMDNAUBPQ5ONLK2HIDY,1
MJYU6K5K2NI7PCRPADG5I52QB7RME3UJN7ZY2IVBQL24UVOW3V2BT6GFV4,400
CRCFWE6DKSQJHHZ3BYS3SNTZQTTMK32WLAAW7TZ6CCTDECMS43SFULI74E,2610
JKYU5BUSOIBUZJRIQTVEGVJDUDINDY7LL5HV4PWKJ7B7OAA6VL3LNKDZF4,1350
WTMN4234KHMRYFUHCZQWMCNSSYS54THDTN5TEXEQVIHX4AV62TR5TVRROI,32497
RUKUTIGFENRTEXSU2U7XI3AU6UXYPHE4DW2F3NODYQZQ5JEW3EQHUODPXQ,16000
LGWLJKUB3OXAC4QBBAX34NE2KQENVNUTP7RXM67M6F6KDCO3GCZRWQONQM,183
HRIM3PIUAQFAG5VQCUYGJQOLSKHPAGEODDTA7A7M3KAGVRRYLXUHXABW3A,65353
OBMGNXMMUX5GAB2H3YEDHZLIP6Z6MTDM5J4QQGN4Y26SMFEIFH2UYTH5NQ,628000
XT3UYNNJDDBHXVJNTKVTLJX3HZSNLEBW627UFG2A45CEU7W6OVFIEAYYUA,1
2QLM3ZDPYOKTKSA7H2K3Q6S6BMH2XERCI3MDTHY3PGCWOBCWW5BZK3MYCU,10600
5ZXWUKH4GSX4VGEGNZSOSRNXU4JV5CYW3AVF2YQB7OTQ4CCAR27ATLNAHM,1487
HXB6AKQUUTNBIG3MINJZXJ7SRTVGYJJXKF3UD4AFYMPVUQJ6J4QVSMWCNM,2757
HHMXM4WJHBX45BAXXDSOBA5JZ3BYFO5V5G7MSEK6NF2VH6TATMNZZMAOOY,18700.82
YZLSQRXX2INSSFKJMS3WVGWVWECWB56PU67TXEOOZY4RB4TI4ZTBJXDNDA,1292
UWCVYMQSBPKSKUXSLMRTISERYNAY7NRSSB4VD4JTPIUTCCTUKVYJFNACAE,85000
ISDPL7Q23UJWI4XT4QKAUYN26HCIGDVTJPEQW3EHUKXLTH3VZAQ7VIRBWI,255
GTMR2BH2VEHIUGM7WMTHDTMKTQUW4CNVEMNQTADXY2MEJN57LRLPX3KVHQ,225.85
6NAWHUHR7KT3QAGD5MNUJBK75I6HL522OY3O6P3N2CCQYSFKVIKR5RSUFE,3000
OFYZOBWQROVP2QVDQ744Z3WFXG7GC4BBQ2COJCLDCXMQXOV4DSRCXFG7PY,1002
OFYZOBWQROVP2QVDQ744Z3WFXG7GC4BBQ2COJCLDCXMQXOV4DSRCXFG7PY,1
E6MFQHNVUJ3U5SNLDVJ2W2HR57RDOXIGDYXMKYY3GZ2G33PDP6HUGDWCN4,453
OZHCTGTD4CA7GBODV66WOC3TQHQBLZUNIXUFFMJ2LNFFZRZSEG257LHG54,2237.62
N25JVG2OKQJHHR7P6T6QBIJSCKVVXJNT4TPP34UQS4KJ7LNUUYT3HCWMXE,800
ISDPL7Q23UJWI4XT4QKAUYN26HCIGDVTJPEQW3EHUKXLTH3VZAQ7VIRBWI,50000
BPZHHL7CRVZCOTBIPZMANR6HRRJXOQFG3HMKP642V2VP6OGJ7U3N6BZ274,845.92
KVDAVPZ2MLJEOJ3HYCCHUS47HYMNCAOWISCKWNMUCTKQLIVXXZLZINFH6A,151685.28
5K3NXEEZWLQ4PIWU55JMJR2R6YDJ2D5VWJLBGZ4LOF6L2VAYCV2J447ZFY,70611.08
GBQQCUP6FK5PTWKJOM3WRFK2RO4HGYTEVNJYVHFSH4Z7MS2GFPMR76TRHQ,5477
HPTM6RHBUQTSPWF456YID3IOEX67LVUHW4ZGZ3UCOPD2QZ6EIRR6I6FC4A,35594
5WGCFXM7IILRPLVH5S3YZOITQ22J6Z3WX7KZWJPF2P5GWYWPQKNSQJYACA,1
XJNDUV2X27MDLKENF6A3KVK2YXIUPYZPEWKK2VLF37XEERNG6W4EMINWYA,283741
HXCXBEU3KBRLF5Q5YOWMOE2D6WGBAXMFC4UKECYFENB6DFYJKBI7KO6CKY,500
KTEPE6PEKTX2SUXY4MDMCUPN3BCGQAAE7KCVGRH2YJ25EFY3J6PSRENVPU,104000
TQKDMVEDYXUQ5B4KIF3CV2ZQJDPF4S3TPJUEB6UMLX7SJBWYPVSRPJTTQI,38366
7I4UENINIGX5TYJ6WFR73KLO7XPESIBZKMKXSNPVQ4QGCBJQAVJB6GM2EE,20400
UKPJBXEDRH5ZFCSSEWOSGZTOAZCB46HKVB22CO5I7SNSFTLMWVDIYA2S7Q,10724.59
JWRUCMUFVHTJGO6C3SHH5EGJP62TXL26XYOIMJIH7TL55R3TBBENFOQ2PU,1000000
CBRIDQ57HLYJWXRUR5VQYB5XPOQ6FCAQSPKZCFBEOCLQKF6M5PKY5TTYTY,41721.17
A5FQ2XAOZQXVWT2ZPC236HGKENWLFPJPA4GP4CNWFQCUIDDRSVNUP4RXHM,1200000
TVBUZF2WQRSGJSIMMA3MV4UL7FL6IPDF5BQ7N3MDTI6RHKYLPNSACDA3QE,2702250
SE67WSQ4757STCE6OFC7XSVSR6YRNPHHHWGNCWVURFOGFMARR4JYRVJUUI,4
JEY4JCKK344PCD5JZZTYZAAUVTT2IOWUTNJBBEQWNLQG7ZJ7RYJLW5QXRA,24803
TMJXQ6TJX6F4K4MHD3PHHDJC3LQ5QORQOSZWQKUTD4ZXWQ67DXOW6FI3RQ,105770
HYMNDEOE23RF56TGSBPOFDSODBMBMUU3B3WHIUBH3S5PZV6O6RN5VJOHVE,2800000
JHYAWJDTEO4ES25H5XD4M3JVSPAVP7GL2R7RK2DIS5PKJNIY44FKTM63HI,159
76HECYKGLBHNL5QVY6NHDCXTPEM6DTMAIZUQT45XVOVMRDCI2CKS66BUMQ,240360
L7YH7WPU2RITAFZEOYFGGD7GGR7HNWCEA2E7ORXWMJ4K2LRXASVJLWXKKU,4132
FQHSGSDA5ISGLMTZK7E6P5ZTWSLDD44PXMHEPC7JJDMLYFZTPZAHMP7SCE,11301
B7OAWWDXAY455MVQCSGBJ7XJLDEAZEJMS22MWMHQOYEF6YOMOJUJWJZZPU,433
7R4SWIFLZC2ZEMYSNGQKKQ2QH5GDBIZLTTZQG7XDUZJ5CB2KCXF3YG6EQA,323.02
KFP6GXN4OME6PZFCIUBWIUXUFM2UQQCBE66427XAOBYX4KX4SIGCURKJKA,14300
5DDJLGMV7ZAQBBJZQTWCRR3A57SZCG4J4GL4QEUAVVTJKXZTZDY6NAUAJ4,300
FXXNUDLZX36KTGF2D2YZ4TQXPUUPLERKY36SUNWUAFQM7S7D4GYD4MQS2A,167250
K4T34R5EKBU6XYPK6FN37KX5BSHUAU4BNJILRLBLVMWWQ6B6U62G7T35TI,359
PTL3W7VCUL6EL7CNWLYUQ7HETO5MP7V3EVVD4SB7BPJY3RYNZK3MSKBWGM,2749
MDXSG5YFIYYHFLDYMWNKV5GX2MRVTRYFZ5C3TMI372E2ANH2SJSIQ5JTEM,57193.9
V3OJC3R3Q4USK6ONCGD3OZDB5Q2S2PUO2LSIPB5JHEY6XOPOJB2O3OA3IU,19262
KC5HB4Z7IAIPGNC2G5J6JJI5NLUJQBNPDIMZGKOQKJAFALHKA2XNTKWORI,160000
JOJMS5BBQ7ZN6Y4XIBR2DD6IBPHE5BM7L5FUXI74QRN2ATAIYRRGBMFR3Y,20661
DPYR3OQWPCMWXN6PNC3ADWNXGNFKDT2V5PMOWZEO2QWUVMR732DLHGFU6Y,21340.24
XBE3VKCPCOK7HJFJ3R36DKLAQY44PTH5YYY2S4B736RTLHNHG4ELZB64S4,10784
BPVQAIMY5KXPAZ5OJ2V4HHXVYUJKPGGX3EVBIFULUE5M65MBE2I2HAG7SU,1
YWANPHTOXRVZCFNLRT7RVHRO5BZHVW6TG3HRJVUDVOJV3NQCGHW5NSCMAI,30333
XIJBQUGVHBFQLJCXDSKIZIJ6YLUIBSJGW4VL7IK7T3QTRNYKB5XBPHFTFU,90.42
7QGMT4WCGRNV2P5ZV5M7NIERTJ63KAAZC6ULFJSSRQH7PR7WT7QRPRO4PM,100
UWFUWQ4JINWTLZG7TGRAB7IVDSXFWDQVNIY5GVJ5DAO46USMEVHCXLEHDQ,26241
NEQVH75CLGFGASWEBFZ2F6G24DP2AW4EB3T2664BMYDUJDHMKQDQSJ6XZ4,11347
HDBAA3FEEUJTPFYTKS7STQXJ4WSQD6WHKVPK54CUAPJ4XD5V4ZSTXVIV7M,9542
7QGMT4WCGRNV2P5ZV5M7NIERTJ63KAAZC6ULFJSSRQH7PR7WT7QRPRO4PM,10
6SNY5BGSS7DKQMTTU5IIL63ZQCSVM45VHJJP7T6X2ZLHRXESAJQO55RRRI,22320.01
7QGMT4WCGRNV2P5ZV5M7NIERTJ63KAAZC6ULFJSSRQH7PR7WT7QRPRO4PM,1
LGKY4UJ3OGYN32HBG2Y3NFCZICOSLBVRUSC3P4LVG5EUPJMERGLO63V34Y,2113
ZONFMY3LP37FX23NUQ4YCT64CQCR6JWICWAIBOLGZSXN7BKBYGTN2JXGYA,800
K5ECQTQRTAREKGHDZB6MSXYYL344WDZZTRK2PB32RME6ZHIIBYAVSNDTPM,1519827
73EDQMHYTNLSWVJ6FSJQWAW6YQ6PP74RZB2KO4JUGXANNWAZPUCYB3NGO4,113072.04
7XOIV2FFZUL4ZMYDCBJPLHGD4NHSWVMYLEZ3IFB626KHDWH3FOJPC3QAWU,11000
J4RJPRRI37P5GRCZGBOFAE7JJQDQH7CM3LWB5AVJZ6AKMQEEIH75CIH72A,6000
OWQVOC45NXVF6QUCKKGOHFBIOC26RPM6YOXCOK7OM2I5M542EHRMXYH45Y,10000
UPNFHPRL6DJOLDO7WTAW5SG34TPH5RXKPZWO4THXJG5B6ERX3T7ZRXCKKU,1597
UDQNFPOPR23YWUH625ELJWN56BBLFUK6PNZI6GMHFMARDDEHTXF3JDOOUI,94344
FLQYEC6WTQWIELGB77QP2VFRRONPTRN6A5XB2B6HPL2RP3IA3MLLINY64Y,10468
2HGZ2WLDORPTZWJXN6ZRQBZX2FCOMQMGTXYHGC2ICF3ZMEFVUPSUPXZJ6U,1
BTIAXWB2UIDPKF2FCKK7IRW45A2GKJOG7FO4VBKS6AOLHMNLIQ4V27LSCY,5
SNGCSF6GDEZORYK7KN54PJUZ7VO7M5PCNJ6OAAIENZAWXDJKYODM2NN2CM,100
XFCZEMYFV2KZ3SY4QEF4JMCT6XJKVAU2QHQYTP4PA7STUOJD53IIXTX6ZM,49.36
SNGCSF6GDEZORYK7KN54PJUZ7VO7M5PCNJ6OAAIENZAWXDJKYODM2NN2CM,28
CXAIZ4HOWTAMG5N232457TUAUSBTIKXQM5BKZYLZEGVVIKYJJLFVQWUNKU,100
